키워드,언론사,기사명,날짜,URL
국민일보,1000원 늘렸을 뿐인데… 따뜻한 밥 한 끼의 기적 [이슈&탐사],2021-09-30,http://news.kmib.co.kr/article/view.asp?arcid=0016315152&code=61121111&cp=nv,고령층 교육
CCTV뉴스,"서울시, 디지털 소외된 고령층 도울 '50+디지털 세대이음단' 모집",2021.05.10.,http://www.cctvnews.co.kr/news/articleView.html?idxno=225326,고령층 교육
머니투데이,"""코로나로 인터넷 쓰는 고령층 늘었다""…교육·쇼핑도 온라인으로",2021.03.03.,http://news.mt.co.kr/mtview.php?no=2021030314003322185,고령층 교육
전민일보,코로나19 여파로 외식업계 위생교육 등 온라인 전환... 고령층 고충 호소,2021.03.17.,http://www.jeonmin.co.kr/news/articleView.html?idxno=328110,고령층 교육
비즈니스포스트,"DGB금융 지역 고령층에 금융교육 지원, 김태오 ""사회공헌 핵심사업""",2021.02.19.,http://www.businesspost.co.kr/BP?command=article_view&num=218247,고령층 교육
SK브로드밴드,"[Btv 부산뉴스]택시, 인도 돌진...3명 부상",36분 전,http://ch1.skbroadband.com/content/view?parent_no=24&content_no=54&p_no=130667,고령층 교육
머니투데이,"[지자체 NOW]인생 2막 활짝···고양시, 노인 정책 로드맵 추진",2021-09-30,http://news.mt.co.kr/mtview.php?no=2021093015167899498,고령층 교육
내외뉴스통신,"용인시 ""스마트폰·컴퓨터 사용법 1대1 맞춤형 무료 교육 받으세요""",2021.07.03.,http://www.nbnnews.co.kr/news/articleView.html?idxno=518331,고령층 교육
농수축산신문,"세종시의회 교육안전위원회, 시민안전실‧소방본부 행감 조치 결과 청취와 조...",2021.09.01.,http://www.aflnews.co.kr/news/articleView.html?idxno=215528,고령층 교육
천지일보,"남원시, 성인문해교육 학습자 대상 문화체험 나들이",2021.07.06.,http://www.newscj.com/news/articleView.html?idxno=877349,고령층 교육
팍스경제TV,"금융당국, 금융교육 콘텐츠 인증제 도입…고령층에 전화상담",2021.01.07.,http://www.paxetv.com/news/articleView.html?idxno=108153,고령층 교육
노컷뉴스,전남 도내 2분기 65세 이상 고령층 등 AZ 접종,2021.03.16.,https://www.nocutnews.co.kr/news/5516752,고령층 교육
아시아타임즈,"저축은행, 잇따라 ESG 강화…'금융교육·녹색전환' 확대",2021.06.07.,https://www.asiatime.co.kr/article/20210607500383,고령층 교육
스카이데일리,"금감원, 제9기 FSS 대학생 금융교육 봉사단 모집",2021.06.06.,http://www.skyedaily.com/news/news_view.html?ID=133118,고령층 교육
글로벌이코노믹,"저축은행·금감원, 취약층 대상 금융교육 진행…자녀 사칭 보이스피싱 기승",2021.06.15.,http://www.g-enews.com/ko-kr/news/article/news_all/20210615163459497594b6db5823_1/article.html,고령층 교육
BBS NEWS,"경북도, 2분기 코로나19 백신 71만6천여명 접종...65세 이상 고령층 집중",2021.03.17.,https://news.bbsi.co.kr/news/articleView.html?idxno=3025516,고령층 교육
뉴스토마토,"저축은행, 사칭범죄 기승에 취약층 교육지원",2021.06.13.,http://www.newstomato.com/ReadNews.aspx?no=1051109&inflow=N,고령층 교육
한국일보,"우리도 '백신패스' 도입하나... 전문가들 ""위드 코로나 단계적으로 시행해야""",8면 TOP,https://hankookilbo.com/News/Read/A2021092817560000284?did=NA,고령층 교육
국민일보,배곯는 식사에 체중 감소·우울감… 양질의 한끼땐 정상수치로 [이슈&탐사],10면 TOP,http://news.kmib.co.kr/article/view.asp?arcid=0924211585&code=11131100&cp=nv,고령층 교육
베이비타임즈,"금감원, 제9기 FSS 대학생 금융교육 봉사단 모집...""연수 기회-활동비 제공""",2021.06.07.,http://www.babytimes.co.kr/news/articleView.html?idxno=46766,고령층 교육
대학저널,대학 내 '노인 특화 교육과정' 신설,2021.05.26.,http://www.dhnews.co.kr/news/articleView.html?idxno=141303,고령층 교육
신아일보,"홍성소방서, 응급처치 집중 홍보기간 운영",2021-09-30,http://www.shinailbo.co.kr/news/articleView.html?idxno=1465823,고령층 교육
서울신문,“확진자 3500명까지 감당… 단계적 일상 회복 체계 전환”,2면 1단,https://www.seoul.co.kr/news/newsView.php?id=20210929002016&wlog_tag3=naver,고령층 교육
강원일보,12~17세·임신부 10월부터 백신 접종,1면 2단,http://www.kwnews.co.kr/nview.asp?aid=221092700129,고령층 교육
부산제일경제,"부산 남구-CGV ""고령층 키오스크 활용 교육""",2021.07.15.,https://www.busaneconomy.com/news/articleView.html?idxno=251144,고령층 교육
대경일보,"정희용 의원 ""정보화 격차 완화 시스템 구축 필요""",2021-09-28,http://www.dkilbo.com/news/articleView.html?idxno=345114,고령층 교육
매경헬스,국내 부스터샷 공식화…김부겸 총리 '코로나 고위험군 대상 추가접종' 예고,2021-09-27,http://www.mkhealth.co.kr/news/articleView.html?idxno=55006,고령층 교육
쿠키뉴스,"'12~17세·임산부'도 접종, 부스터샷 시행…4분기 접종계획 살펴보기",2021-09-28,http://www.kukinews.com/newsView/kuk202109270114,고령층 교육
FPN,"함안소방서, 응급처치 집중 홍보 기간 운영",2021-09-29,http://fpn119.co.kr/164677,고령층 교육
투데이신문,"OK저축은행, 고령층 대상 금융교육 실시…보이스피싱 예방도 'OK'",2021.06.07.,http://www.ntoday.co.kr/news/articleView.html?idxno=78897,고령층 교육
글로벌경제,"부산 남구, 고령층 대상 키오스크 특강 성황리 진행",2021.07.30.,http://www.getnews.co.kr/news/articleView.html?idxno=542906,고령층 교육
