키워드,언론사,기사명,날짜,URL
조선비즈,"자영업자 86% “거리두기 완화, 큰 도움 안돼… 위드코로나 앞당겨야”",2021-09-30,https://biz.chosun.com/industry/company/2021/09/29/7NUMZ7ZCNJH2ZARCBQHU54ZOGY/?utm_source=naver&utm_medium=original&utm_campaign=biz,코로나 영향
아이뉴스24,"LG생활건강, 비우호적 외부 환경 영향…목표가↓-NH증권",51분 전,http://www.inews24.com/view/1408225,코로나 영향
KBS,코로나19 영향 지난해 주류출고량 11년 만 최저치,2021-09-30,https://news.kbs.co.kr/news/view.do?ncd=5289641&ref=A,코로나 영향
파이낸셜뉴스,'위드코로나 커지나' 소비심리 상승 전환,2021-09-28,http://www.fnnews.com/news/202109271123005605,코로나 영향
뉴스1,"황혜영 ""코로나 백신 접종 후 백혈구 감소…신고해야 하나""",2021-09-30,https://www.news1.kr/articles/?4448539,코로나 영향
이데일리,"[특징주]엔피, 위드 코로나·메타버스 수혜 전망에 ‘上’",8분 전,http://www.edaily.co.kr/news/newspath.asp?newsid=01603926629208656,코로나 영향
동아일보,생산-소비-투자 ‘트리플 감소’… 코로나 4차유행에 실물경제 휘청,A10면 TOP,https://www.donga.com/news/article/all/20211001/109502918/1,코로나 영향
한국경제,"기업심리, 석 달 만에 꺾였다…코로나 4차 확산 여파",2021-09-30,https://www.hankyung.com/economy/article/2021092947336,코로나 영향
아시아경제,"원자재값 오르고, 코로나 다시 번지고…제조업 경기전망치 꺾여",2021-09-28,https://view.asiae.co.kr/article/2021092721175543981,코로나 영향
프레시안,"'위드 코로나' 시대, 미등록이주민을 생각하다",2021-09-30,https://www.pressian.com/pages/articles/2021092916182453061?utm_source=naver&utm_medium=search,코로나 영향
전자신문,"코로나가 바꾼 세계 가전시장…""사상 최대 규모, 온라인 판매 급증""",19면 TOP,http://www.etnews.com/20210930000110,코로나 영향
조선비즈,한경연 “기업 체감경기 전망 회복세… 위드코로나 기대감 영향”,2021-09-29,https://biz.chosun.com/industry/company/2021/09/29/VB2RCKJLSRFMDLUUHS6V2PRJU4/?utm_source=naver&utm_medium=original&utm_campaign=biz,코로나 영향
뉴시스,도·농 간 소득격차 축소 코로나 여파 따른 '재난지원금 효과',2021-09-30,http://www.newsis.com/view/?id=NISX20210930_0001598433&cID=10201&pID=10200,코로나 영향
경향신문,코로나19 델타 변이 검출률 99.5%···누적 3만명 육박,2021-09-30,https://www.khan.co.kr/national/health-welfare/article/202109291427001,코로나 영향
이데일리,"中 전력난·英 주유대란…박기영 차관 ""국내 에너지 수급 영향 제한적""",2021-09-30,http://www.edaily.co.kr/news/newspath.asp?newsid=01859766629185368,코로나 영향
매경이코노미,코로나 쇼크 못 벗어난 日 차업계...동남아서 부품 공급 차질로 車 100만대 감...,2021-09-30,http://news.mk.co.kr/v2/economy/view.php?year=2021&no=928927,코로나 영향
한겨레,코로나에 더 공고해진 플랫폼 제국,2021-10-01,https://www.hani.co.kr/arti/culture/book/1013506.html,코로나 영향
한국경제,코로나 4차 확산에도 3분기 지역경기 회복 흐름…집값 상승폭은 '확대',2021-09-30,https://www.hankyung.com/economy/article/2021092931686,코로나 영향
MBN,"머크 ""먹는 코로나19 치료제, 델타 포함 모든 변이에 효과""",2021-09-30,http://mbn.mk.co.kr/pages/news/newsView.php?category=mbn00008&news_seq_no=4606557,코로나 영향
국민일보,뜀뛰는 가계대출금리 2년 만에 최고… 코로나 이전 수준으로,17면 TOP,http://news.kmib.co.kr/article/view.asp?arcid=0924211646&code=11151300&cp=nv,코로나 영향
이투데이,8월 대형마트ㆍSSM 매출 5% 감소…코로나 4차 유행 영향,2021-09-30,https://www.etoday.co.kr/news/view/2065265,코로나 영향
뉴시스,"8월 일본 소매 판매액 127조원 3.2%↓...""코로나 확산에 6개월만에 감소""",2021-09-30,http://www.newsis.com/view/?id=NISX20210930_0001598742&cID=10101&pID=10100,코로나 영향
조선비즈,코로나 시대에 인기 끄는 ‘테라스 특화 단지’,2021-09-30,https://biz.chosun.com/real_estate/real_estate_general/2021/09/30/KTZDXSVDOJDWVAEMC6BWI7E7SQ/?utm_source=naver&utm_medium=original&utm_campaign=biz,코로나 영향
이데일리,"코로나19 신규확진 2800명대…""백신효과로 위중증 환자는 하락세""",2021-09-29,http://www.edaily.co.kr/news/newspath.asp?newsid=01492406629185040,코로나 영향
노컷뉴스,코로나 4차 확산 충격 심화…8월 생산·소비·투자 동반 감소,2021-09-30,https://www.nocutnews.co.kr/news/5631970,코로나 영향
매일신문,지난해 '극단적 선택 사망' 1만3천195명…그나마 코로나19에 소폭 감소,2021-09-29,https://news.imaeil.com/page/view/2021092820165292361,코로나 영향
TV조선,'코로나 재확산'에 '유가 급등 부담' 겹쳐…기업체감경기 하락세 전환,2021-09-30,http://news.tvchosun.com/site/data/html_dir/2021/09/30/2021093090058.html,코로나 영향
중부일보,"'경기도 비정규직 공정수당', 2022년 5.7% 인상…코로나19 장기화 영향",2021-09-30,http://www.joongboo.com/news/articleView.html?idxno=363505443,코로나 영향
SBS,일본 새 총리에 기시다 당선…한일 관계 영향은?,2021-09-30,https://news.sbs.co.kr/news/endPage.do?news_id=N1006481274&plink=ORI&cooper=NAVER,코로나 영향
이데일리,mRNA 코로나 백신 개발 중단한 사노피...국내 개발은 괜찮을까,A14면 3단,http://www.edaily.co.kr/news/newspath.asp?newsid=03135686629185040,코로나 영향
국민일보,코로나 장기화에 가을 축제 줄줄이 취소,2021-09-29,http://news.kmib.co.kr/article/view.asp?arcid=0016309413&code=61121111&cp=nv,코로나 영향
파이낸셜뉴스,"코로나 영향…구속영장 청구, 지난해 3800건 감소했다",2021-09-28,http://www.fnnews.com/news/202109272117589159,코로나 영향
한겨레,"[Q&A] 심근염 걱정…우리 아이, 코로나 백신 꼭 맞아야 할까요?",2021-09-28,https://www.hani.co.kr/arti/society/health/1012892.html,코로나 영향
매일신문,"코로나 백신 접종 꺼리는 20대들, 그 이유를 들어보니…",2021-09-30,https://news.imaeil.com/page/view/2021093010252709001,코로나 영향
뉴스1,"비강 분무 치료제, 코로나 위중증·사망위험 최대 25% 줄여""",2021-10-01,https://www.news1.kr/articles/?4448974,코로나 영향
엑스포츠뉴스,"김유정, 범죄피해 위기아동 위해 3000만원 기부…선한 영향력 [공식입장]",18분 전,https://www.xportsnews.com/?ac=article_view&entry_id=1481216,코로나 영향
뉴스1,"""코로나 백신과 독감 백신, 동시에 투여해도 안전""-英 연구",2021-10-01,https://www.news1.kr/articles/?4449061,코로나 영향
뉴스1,"대학가 '위드 코로나'로 한발 더…""일방적 추진"" 반발도",2021-10-01,https://www.news1.kr/articles/?4448588,코로나 영향
서울경제TV,코로나로 8월 생산·소비·투자 ‘트리플 감소’,2021-09-30,http://www.sentv.co.kr/news/view/602159,코로나 영향
뉴시스,"""코로나가 인슐린 생산에도 영향 준다"" 연구 발표",2021-09-30,http://www.newsis.com/view/?id=NISX20210929_0001596665&cID=10101&pID=10100,코로나 영향
경향신문,오후 6시까지 코로나19 신규 확진자 1680명,2021-09-27,https://www.khan.co.kr/national/national-general/article/202109261847001,코로나 영향
매일경제,"10월 中企 경기전망지수 2개월 연속 반등…코로나 피해 업종인 숙박·음식, 교...",2021-09-30,http://news.mk.co.kr/newsRead.php?no=928423&year=2021,코로나 영향
MBC,"[이슈톡] 미국 머크사 ""먹는 코로나19 치료제, 변이에도 효과""",2021-10-01,https://imnews.imbc.com/replay/2021/nwtoday/article/6304205_34943.html,코로나 영향
아시아경제,"카타르항공, 코로나19 영향으로 1년 간 약 5조원 손실",2021-09-29,https://view.asiae.co.kr/article/2021092820271407013,코로나 영향
스타뉴스,김희재 팬들 독거 노인 위한 도시락 나눔·물품 지원..선한 영향력 실천,41분 전,http://star.mt.co.kr/stview.php?no=2021100107511628614,코로나 영향
SBS,일본 총리에 '위안부 합의' 기시다…한일 관계 영향은?,2021-09-30,https://news.sbs.co.kr/news/endPage.do?news_id=N1006481098&plink=ORI&cooper=NAVER,코로나 영향
이투데이,[창간기획]'코로나가 바꾼 衣생활' 옷도 메타버스로 산다...비대면 구매 익숙...,2021-10-01,https://www.etoday.co.kr/news/view/2065849,코로나 영향
파이낸셜뉴스,[종합]코로나 신규 확진자 2885명…역대 2번째 최다 규모,2021-09-30,http://www.fnnews.com/news/202109290952526775,코로나 영향
동아일보,지난해 사망자 수 30만명 넘어…“고령화 영향”,2021-09-29,https://www.donga.com/news/article/all/20210928/109453318/1,코로나 영향
ZDNet Korea,"""코로나19로 줄었던 ‘걷기운동’, 다시 늘었다”",2021-09-30,https://zdnet.co.kr/view/?no=20210930104426,코로나 영향
서울경제,약해진 코로나 모멘텀···제약·바이오株 한달간 시총 18조 증발,2021-09-30,https://www.sedaily.com/NewsView/22RO04PLAM,코로나 영향
뉴스1,10월 '위드 코로나' 시도…文정부 방역·민생 다잡기 모험 나선다,2021-10-01,https://www.news1.kr/articles/?4448664,코로나 영향
매일경제,"""전국 대유행 본격화 하나""…오늘 코로나 확진자 3000명 안팎 가능성",2021-09-29,http://news.mk.co.kr/newsRead.php?no=924367&year=2021,코로나 영향
한국교육신문,코로나 이후 회복 및 미래교육 방향 논의,2021-09-30,http://www.hangyo.com/news/article.html?no=94680,코로나 영향
이데일리,"""LCR 완화 이어지지만…크레딧 시장 영향 제한적""",2021-10-01,http://www.edaily.co.kr/news/newspath.asp?newsid=01266086629208656,코로나 영향
매경이코노미,‘코로나19 시대’ 다점포 점주의 창업 노하우,2021-09-30,http://news.mk.co.kr/v2/economy/view.php?year=2021&no=928032,코로나 영향
뉴시스,"제16회 청송사과축제 취소…""코로나 확산 방지 위해""",2021-09-30,http://www.newsis.com/view/?id=NISX20210929_0001597493&cID=10810&pID=10800,코로나 영향
경기일보,[꿈꾸는 경기교육] '위드 코로나' 아직은 시기상조,2021-09-30,http://www.kyeonggi.com/news/articleView.html?idxno=2382938,코로나 영향
노컷뉴스,코로나 4차 유행에도…사업체 종사자 6개월 연속 증가,2021-09-30,https://www.nocutnews.co.kr/news/5632133,코로나 영향
MBC,"8월 '생산·소비·투자' 주춤..홍남기 ""코로나 확산기보다 내수피해 폭 줄어""",2021-09-30,https://imnews.imbc.com/news/2021/econo/article/6303935_34887.html,코로나 영향
동아일보,"시민들 성급한 ‘위드 코로나’… 서울 주말 이동, 4차 유행前 수준",A12면 TOP,https://www.donga.com/news/article/all/20210930/109481996/1,코로나 영향
메디파나뉴스,[현장] 'K-HOSPITAL' 속 위드코로나…스마트한 변화 눈길,2021-09-30,http://medipana.com/news/news_viewer.asp?NewsNum=285668&MainKind=A&NewsKind=5&vCount=12&vKind=1,코로나 영향
세계일보,‘코로나로 TV시청이 취미가 된 노인들’…각종 질환 주의요망,2021-09-30,http://www.segye.com/content/html/2021/09/29/20210929508743.html?OutUrl=naver,코로나 영향
시사매거진,[특징주] 부광약품 28% 하락 '코로나 치료제 개발 중단',2021-09-30,http://www.sisamagazine.co.kr/news/articleView.html?idxno=404683,코로나 영향
매일경제,"생산 소비 투자 동반추락하자…홍남기 ""위드코로나 서둘러야""",A1면 1단,http://news.mk.co.kr/newsRead.php?no=932118&year=2021,코로나 영향
한겨레,"코로나 여파, 지난해 도·농가구 소득격차 줄어",13면 1단,https://www.hani.co.kr/arti/area/honam/1013232.html,코로나 영향
이데일리,숙박·음식점업 어려움 여전한데…정부 “코로나 이전 대비 99.5% 회복”,A3면 3단,http://www.edaily.co.kr/news/newspath.asp?newsid=02417366629185368,코로나 영향
머니S,'코로나 때문에 파산' 폭증… 개인·법인 등 지난해 5만여명 법원에 접수,2021-09-27,http://moneys.mt.co.kr/news/mwView.php?no=2021092708168049466,코로나 영향
중소기업신문,"쇼피, 코로나로 동남아서 한국산 제품 수요↑",2021-09-30,http://www.smedaily.co.kr/news/articleView.html?idxno=214724,코로나 영향
헤럴드경제,홍남기 “소상공인 손실보상금 10월말부터 지급…‘위드 코로나’도 시도”,2021-09-30,http://news.heraldcorp.com/view.php?ud=20210930000153,코로나 영향
시사저널,코로나 블루·소진증후군 벗어나는 슬기로운 해결법 5가지,2021-09-30,http://www.sisajournal.com/news/articleView.html?idxno=224716,코로나 영향
YTN,"日 기시다 정권 출범...""한일, 2020년 2월 코로나 전으로 돌아가야""",2021-09-30,https://www.ytn.co.kr/_ln/0104_202109302227273902,코로나 영향
디지털타임스,"방문판매원 수당 확줄었다 ""코로나 여파""…월평균 20만원",2021-09-30,http://www.dt.co.kr/contents.html?article_no=2021092902109932102001&ref=naver,코로나 영향
뉴시스,"""코로나 이후 교육회복 어떻게?""…교육부, 국제세미나",2021-09-29,http://www.newsis.com/view/?id=NISX20210928_0001596217&cID=10201&pID=10200,코로나 영향
경향신문,"썰매 대표팀, 올림픽 메달 각오 “코로나19 영향으로 베이징 훈련 제약…그래...",A22면 1단,https://www.khan.co.kr/sports/olympic-asian_games/article/202109292148025,코로나 영향
한겨레,코로나19 실제 실업률 ‘통계’ 보다 0.3%p 더 높다,17면 1단,https://www.hani.co.kr/arti/economy/economy_general/1012831.html,코로나 영향
세계일보,코로나로 비만 증가… 생활습관 개선해 적극적으로 치료해야,2021-09-30,http://www.segye.com/content/html/2021/09/30/20210930505982.html?OutUrl=naver,코로나 영향
아시아경제,"8월 사업체종사자 22.4만명 증가 그쳐…""코로나19 여파""",2021-09-30,https://view.asiae.co.kr/article/2021093012272526900,코로나 영향
조선일보,[Mint] 코로나가 키워놓은 ‘쓰레기 더미’… 폐기물 처리업체엔 ‘돈 더미’,C5면 1단,https://www.chosun.com/economy/mint/2021/10/01/OKXRM3IZTFF5HDOSU65CMVPNPU/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,코로나 영향
노컷뉴스,코로나19 재확산 여파…지역 산업활동 '주춤',2021-09-30,https://www.nocutnews.co.kr/news/5632071,코로나 영향
파이낸셜뉴스,코로나19 상황 속 공공도서관 일평균 대출 권수 38% 증가,2021-09-28,http://www.fnnews.com/news/202109270853587837,코로나 영향
MK스포츠,황혜영 “코로나 접종 후 백혈구 수치 떨어져”…후유증 호소 (전문),2021-10-01,http://mksports.co.kr/view/2021/932658/,코로나 영향
조선비즈,코로나 3000명대 확진에도 9월 소비자심리 반등,2021-09-28,https://biz.chosun.com/policy/policy_sub/2021/09/28/BOKVWHPLTFHZ5AI4Q4DNMWDRYQ/?utm_source=naver&utm_medium=original&utm_campaign=biz,코로나 영향
엑스포츠뉴스,"김유정, 범죄피해 위기아동 위해 3000만원 기부…선한 영향력 [공식입장]",18분 전,https://www.xportsnews.com/?ac=article_view&entry_id=1481216,코로나 영향
뉴스1,"""코로나 백신과 독감 백신, 동시에 투여해도 안전""-英 연구",2021-10-01,https://www.news1.kr/articles/?4449061,코로나 영향
뉴스1,"대학가 '위드 코로나'로 한발 더…""일방적 추진"" 반발도",2021-10-01,https://www.news1.kr/articles/?4448588,코로나 영향
서울경제TV,코로나로 8월 생산·소비·투자 ‘트리플 감소’,2021-09-30,http://www.sentv.co.kr/news/view/602159,코로나 영향
이투데이,"지역경제, 제조업 증가로 다소 개선…코로나로 서비스업은 감소",2021-09-30,https://www.etoday.co.kr/news/view/2065276,코로나 영향
뉴시스,"""코로나가 인슐린 생산에도 영향 준다"" 연구 발표",2021-09-30,http://www.newsis.com/view/?id=NISX20210929_0001596665&cID=10101&pID=10100,코로나 영향
머니S,8월 생산·소비·투자 '트리플 하락'… 코로나 재확산에 회복세 '주춤'(종합),2021-09-30,http://moneys.mt.co.kr/news/mwView.php?no=2021093008288077573,코로나 영향
경향신문,오후 6시까지 코로나19 신규 확진자 1680명,2021-09-27,https://www.khan.co.kr/national/national-general/article/202109261847001,코로나 영향
이투데이,"황혜영, 코로나 백신 접종 후 이상 증상 호소…“백혈구 수치 떨어졌다”",2021-09-30,https://www.etoday.co.kr/news/view/2065881,코로나 영향
조선일보,코로나 재확산에 8월 생산 소비 투자 동반 뒷걸음질,2021-09-30,https://www.chosun.com/economy/economy_general/2021/09/30/GANGBYF6NZD5PG22OZ7ZUWGPZE/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,코로나 영향
매일경제,"10월 中企 경기전망지수 2개월 연속 반등…코로나 피해 업종인 숙박·음식, 교...",2021-09-30,http://news.mk.co.kr/newsRead.php?no=928423&year=2021,코로나 영향
MBC,"[이슈톡] 미국 머크사 ""먹는 코로나19 치료제, 변이에도 효과""",2021-10-01,https://imnews.imbc.com/replay/2021/nwtoday/article/6304205_34943.html,코로나 영향
아시아경제,"카타르항공, 코로나19 영향으로 1년 간 약 5조원 손실",2021-09-29,https://view.asiae.co.kr/article/2021092820271407013,코로나 영향
뉴스핌,[종합] 8월 생산·소비·투자 모두 감소…코로나 재확산 영향,2021-09-30,http://www.newspim.com/news/view/20210930000100,코로나 영향
쿠키뉴스,8월 생산·소비·투자 '감소'…코로나·글로벌 공급 차질 여파,2021-09-30,http://www.kukinews.com/newsView/kuk202109300015,코로나 영향
스타뉴스,김희재 팬들 독거 노인 위한 도시락 나눔·물품 지원..선한 영향력 실천,42분 전,http://star.mt.co.kr/stview.php?no=2021100107511628614,코로나 영향
뉴스1,"코로나 방역수칙 완화됐지만…자영업자 ""효과는 글쎄""",2021-09-30,https://www.news1.kr/articles/?4446534,코로나 영향
SBS,일본 총리에 '위안부 합의' 기시다…한일 관계 영향은?,2021-09-30,https://news.sbs.co.kr/news/endPage.do?news_id=N1006481098&plink=ORI&cooper=NAVER,코로나 영향
이투데이,[창간기획]'코로나가 바꾼 衣생활' 옷도 메타버스로 산다...비대면 구매 익숙...,2021-10-01,https://www.etoday.co.kr/news/view/2065849,코로나 영향
데일리안,지역 경기 회복 '제동'…코로나 재확산에 '발목',2021-09-30,https://www.dailian.co.kr/news/view/1036665/?sc=Naver,코로나 영향
신아일보,10월 기업체감경기 회복 전망…'위드 코로나' 기대 영향,2021-09-30,http://www.shinailbo.co.kr/news/articleView.html?idxno=1465182,코로나 영향
파이낸셜뉴스,[종합]코로나 신규 확진자 2885명…역대 2번째 최다 규모,2021-09-30,http://www.fnnews.com/news/202109290952526775,코로나 영향
동아일보,지난해 사망자 수 30만명 넘어…“고령화 영향”,2021-09-29,https://www.donga.com/news/article/all/20210928/109453318/1,코로나 영향
ZDNet Korea,"""코로나19로 줄었던 ‘걷기운동’, 다시 늘었다”",2021-09-30,https://zdnet.co.kr/view/?no=20210930104426,코로나 영향
서울경제,약해진 코로나 모멘텀···제약·바이오株 한달간 시총 18조 증발,2021-09-30,https://www.sedaily.com/NewsView/22RO04PLAM,코로나 영향
뉴스1,10월 '위드 코로나' 시도…文정부 방역·민생 다잡기 모험 나선다,2021-10-01,https://www.news1.kr/articles/?4448664,코로나 영향
더퍼블릭,"8월 생산과 소비, 투자가 석 달 만에 일제히 감소...코로나 재확산 영향",2021-09-30,http://thepublic.kr/news/newsview.php?ncode=1065594082825022,코로나 영향
매일경제,"""전국 대유행 본격화 하나""…오늘 코로나 확진자 3000명 안팎 가능성",2021-09-29,http://news.mk.co.kr/newsRead.php?no=924367&year=2021,코로나 영향
한국교육신문,코로나 이후 회복 및 미래교육 방향 논의,2021-09-30,http://www.hangyo.com/news/article.html?no=94680,코로나 영향
이데일리,"""LCR 완화 이어지지만…크레딧 시장 영향 제한적""",2021-10-01,http://www.edaily.co.kr/news/newspath.asp?newsid=01266086629208656,코로나 영향
세계일보,코로나 공포감 줄었나… 4차 대유행에도 소비심리 상승세 전환,2021-09-29,http://www.segye.com/content/html/2021/09/28/20210928511237.html?OutUrl=naver,코로나 영향
매경이코노미,‘코로나19 시대’ 다점포 점주의 창업 노하우,2021-09-30,http://news.mk.co.kr/v2/economy/view.php?year=2021&no=928032,코로나 영향
뉴시스,"제16회 청송사과축제 취소…""코로나 확산 방지 위해""",2021-09-30,http://www.newsis.com/view/?id=NISX20210929_0001597493&cID=10810&pID=10800,코로나 영향
경기일보,[꿈꾸는 경기교육] '위드 코로나' 아직은 시기상조,2021-09-30,http://www.kyeonggi.com/news/articleView.html?idxno=2382938,코로나 영향
뉴시스,"10월 기업 경기전망, 2개월째 '긍정적'…'위드코로나' 기대감",2021-09-29,http://www.newsis.com/view/?id=NISX20210928_0001596331&cID=13001&pID=13000,코로나 영향
노컷뉴스,코로나 4차 유행에도…사업체 종사자 6개월 연속 증가,2021-09-30,https://www.nocutnews.co.kr/news/5632133,코로나 영향
매일경제,"모든 코로나 변이에 효과 있는 먹는 치료제 나오나…미 머크, 실험 결과 발표",2021-09-30,http://news.mk.co.kr/newsRead.php?no=929219&year=2021,코로나 영향
MBC,"8월 '생산·소비·투자' 주춤..홍남기 ""코로나 확산기보다 내수피해 폭 줄어""",2021-09-30,https://imnews.imbc.com/news/2021/econo/article/6303935_34887.html,코로나 영향
동아일보,"시민들 성급한 ‘위드 코로나’… 서울 주말 이동, 4차 유행前 수준",A12면 TOP,https://www.donga.com/news/article/all/20210930/109481996/1,코로나 영향
메디파나뉴스,[현장] 'K-HOSPITAL' 속 위드코로나…스마트한 변화 눈길,2021-09-30,http://medipana.com/news/news_viewer.asp?NewsNum=285668&MainKind=A&NewsKind=5&vCount=12&vKind=1,코로나 영향
세계일보,‘코로나로 TV시청이 취미가 된 노인들’…각종 질환 주의요망,2021-09-30,http://www.segye.com/content/html/2021/09/29/20210929508743.html?OutUrl=naver,코로나 영향
시사매거진,[특징주] 부광약품 28% 하락 '코로나 치료제 개발 중단',2021-09-30,http://www.sisamagazine.co.kr/news/articleView.html?idxno=404683,코로나 영향
아주경제,[상보] 8월 생산·소비·투자 '트리플 감소'...코로나 확산 여파,2021-09-30,http://www.ajunews.com/view/20210930080702529,코로나 영향
뉴시스,"코로나 영향…구속영장 청구, 지난해 3800건 줄었다",2021-09-28,http://www.newsis.com/view/?id=NISX20210927_0001593708&cID=10201&pID=10200,코로나 영향
매일경제,"생산 소비 투자 동반추락하자…홍남기 ""위드코로나 서둘러야""",A1면 1단,http://news.mk.co.kr/newsRead.php?no=932118&year=2021,코로나 영향
한겨레,"코로나 여파, 지난해 도·농가구 소득격차 줄어",13면 1단,https://www.hani.co.kr/arti/area/honam/1013232.html,코로나 영향
이데일리,숙박·음식점업 어려움 여전한데…정부 “코로나 이전 대비 99.5% 회복”,A3면 3단,http://www.edaily.co.kr/news/newspath.asp?newsid=02417366629185368,코로나 영향
머니S,'코로나 때문에 파산' 폭증… 개인·법인 등 지난해 5만여명 법원에 접수,2021-09-27,http://moneys.mt.co.kr/news/mwView.php?no=2021092708168049466,코로나 영향
한국경제,코로나 4차 대유행에도…소비심리 석달 만에 '기지개',2021-09-28,https://www.hankyung.com/economy/article/202109289252i,코로나 영향
중소기업신문,"쇼피, 코로나로 동남아서 한국산 제품 수요↑",2021-09-30,http://www.smedaily.co.kr/news/articleView.html?idxno=214724,코로나 영향
헤럴드경제,홍남기 “소상공인 손실보상금 10월말부터 지급…‘위드 코로나’도 시도”,2021-09-30,http://news.heraldcorp.com/view.php?ud=20210930000153,코로나 영향
시사저널,코로나 블루·소진증후군 벗어나는 슬기로운 해결법 5가지,2021-09-30,http://www.sisajournal.com/news/articleView.html?idxno=224716,코로나 영향
YTN,"日 기시다 정권 출범...""한일, 2020년 2월 코로나 전으로 돌아가야""",2021-09-30,https://www.ytn.co.kr/_ln/0104_202109302227273902,코로나 영향
디지털타임스,"방문판매원 수당 확줄었다 ""코로나 여파""…월평균 20만원",2021-09-30,http://www.dt.co.kr/contents.html?article_no=2021092902109932102001&ref=naver,코로나 영향
노컷뉴스,"지난해 '극단선택' 사망자 1만 3195명·4.4%↓…""코로나 사태 영향""",2021-09-29,https://www.nocutnews.co.kr/news/5630766,코로나 영향
뉴시스,"""코로나 이후 교육회복 어떻게?""…교육부, 국제세미나",2021-09-29,http://www.newsis.com/view/?id=NISX20210928_0001596217&cID=10201&pID=10200,코로나 영향
헤럴드경제,"“머크社 먹는 코로나19 항바이러스제, 델타 등 모든 변이에 효과”",2021-09-30,http://news.heraldcorp.com/view.php?ud=20210930000128,코로나 영향
신아일보,코로나 4차 유행에 8월 생산·소비·투자 모두 감소,2021-09-30,http://www.shinailbo.co.kr/news/articleView.html?idxno=1465826,코로나 영향
국제뉴스,"황혜영, 코로나 백신 부작용 우려 ""백혈구 수치 떨어져 걱정""",2021-09-30,http://www.gukjenews.com/news/articleView.html?idxno=2319060,코로나 영향
경향신문,"썰매 대표팀, 올림픽 메달 각오 “코로나19 영향으로 베이징 훈련 제약…그래...",A22면 1단,https://www.khan.co.kr/sports/olympic-asian_games/article/202109292148025,코로나 영향
매일경제,자영업 이어 제조업 흔들리자…경제수장들 '위드코로나' 촉구,A12면 TOP,http://news.mk.co.kr/newsRead.php?no=932041&year=2021,코로나 영향
이데일리,원자재 값 상승·코로나 재확산에 경기회복 기대감 '뚝',2021-09-28,http://www.edaily.co.kr/news/newspath.asp?newsid=01200486629184712,코로나 영향
