키워드,언론사,기사명,날짜,URL
조선비즈,‘위드 코로나’ 전제조건…치료제 개발에 승부거는 국내 제약사들,2021-09-30,https://biz.chosun.com/it-science/bio-science/2021/09/30/SNQQ6SXSMNGJLAJZHYNV23RPUM/?utm_source=naver&utm_medium=original&utm_campaign=biz,코로나 확진자
부산일보,창원 16명 등 경남도내 코로나19 확진자 하루 39명,2021-09-30,http://www.busan.com/view/busan/view.php?code=2021092913421323746,코로나 확진자
KBS,군 코로나19 확진자 11명 늘어,2021-09-30,https://news.kbs.co.kr/news/view.do?ncd=5290608&ref=A,코로나 확진자
뉴시스,코로나19 신규확진자 수 2564명,2021-09-30,http://www.newsis.com/view/?id=NISI20210930_0018000497,코로나 확진자
동아일보,4차유행 확진자 72%가 백신 미접종자,A12면 1단,https://www.donga.com/news/article/all/20210930/109481973/1,코로나 확진자
시사매거진,[속보] 파주 코로나 확진자 19명 증가,22분 전,http://www.sisamagazine.co.kr/news/articleView.html?idxno=404844,코로나 확진자
이데일리,"확진자 2564명, '요일 최다' 1주일째…거리두기 '2주 재연장' 전망(종합)",2021-09-30,http://www.edaily.co.kr/news/newspath.asp?newsid=01767926629185368,코로나 확진자
뉴시스,"제주, 9명 추가 확진…주간 하루평균 확진자 9.57명",2021-09-30,http://www.newsis.com/view/?id=NISX20210930_0001599403&cID=10813&pID=10800,코로나 확진자
MBC,"코로나19 신규확진 2,564명‥일주일째 '요일 최다'",2021-09-30,https://imnews.imbc.com/news/2021/society/article/6303937_34873.html,코로나 확진자
경향신문,"코로나19 신규 확진 2564명···1차접종 76%, 접종완료 49%",2021-09-30,https://www.khan.co.kr/national/health-welfare/article/202109300941001,코로나 확진자
뉴스1,"정읍시, 코로나19로 2년 연속 ‘구절초 꽃축제’ 전면 취소",2021-09-30,https://www.news1.kr/articles/?4448468,코로나 확진자
경향신문,오늘 신규 확진자 2500명 넘을 듯… 현행 거리두기 단계 2주 연장 검토,2021-10-01,https://www.khan.co.kr/national/health-welfare/article/202110010710001,코로나 확진자
KBS,서울구치소·남부구치소 코로나19 확진자 발생,2021-09-30,https://news.kbs.co.kr/news/view.do?ncd=5290805&ref=A,코로나 확진자
헬스조선,코로나 신규 확진 2564명… 일주일째 요일 최다 기록,2021-09-30,https://health.chosun.com/site/data/html_dir/2021/09/30/2021093000743.html,코로나 확진자
이코노미스트,[이주의 바이오키워드] #위드코로나 #백신패스,2021-09-30,https://economist.co.kr/2021/09/30/it/general/20210930182255039.html,코로나 확진자
한국일보,"[속보] 신규 확진자 2,564명... 전국 확산세 이어가",2021-09-30,https://hankookilbo.com/News/Read/A2021093009300002280?did=NA,코로나 확진자
뉴스1,태백시 거리두기 3단계 격상…누적 확진자 120명 넘어,2021-09-30,https://www.news1.kr/articles/?4448800,코로나 확진자
경향신문,코로나19 신규 확진자 2885명···역대 두번째 최다 규모,2021-09-30,https://www.khan.co.kr/national/national-general/article/202109290938001,코로나 확진자
뉴시스,제주도민 47.6% 백신접종 완료…누적 확진자 2875명 유지,2021-09-30,http://www.newsis.com/view/?id=NISX20210930_0001598637&cID=10813&pID=10800,코로나 확진자
이데일리,[속보]신규 확진자 2885명…역대 두번째로 많아,2021-09-30,http://www.edaily.co.kr/news/newspath.asp?newsid=01735126629185040,코로나 확진자
KBS,방역 당국 “코로나19 확진자에 접종 완료자와 동일한 ‘백신 패스’ 검토”,2021-09-30,https://news.kbs.co.kr/news/view.do?ncd=5289552&ref=A,코로나 확진자
노컷뉴스,확진자 폭증에 병상대기…환자 수도권 34%·비수도권 50%↑,2021-09-30,https://www.nocutnews.co.kr/news/5631394,코로나 확진자
뉴스1,충북 오후 6시 33명 확진…60대 확진자 숨져,2021-09-30,https://www.news1.kr/articles/?4448875,코로나 확진자
세계일보,"당국 “외국인 확진자 급증, 낮은 백신 접종률 때문… 현장 찾아 접종 유도”",A10면 1단,http://www.segye.com/content/html/2021/09/29/20210929518394.html?OutUrl=naver,코로나 확진자
머니S,서울 30일 오후 6시 코로나 신규 확진 405명,2021-09-30,http://moneys.mt.co.kr/news/mwView.php?no=2021093018468098171,코로나 확진자
뉴스1,거창 초등학생 1명 코로나 확진…학교방역 비상,2021-09-30,https://www.news1.kr/articles/?4448640,코로나 확진자
강원일보,확진자 급증세지만 '위드 코로나'는 예정대로…'백신 패스' 검토,2021-09-30,http://www.kwnews.co.kr/nview.asp?aid=221092900147,코로나 확진자
한국경제,코로나 델타변이 '직격탄'…생산·소비·투자 '트리플 감소' [종합],2021-09-30,https://www.hankyung.com/economy/article/202109305709i,코로나 확진자
아시아경제,코로나19 신규 확진 2564명…1주일 연속 요일 최대치(상보),2021-09-30,https://view.asiae.co.kr/article/2021093009563856579,코로나 확진자
뉴시스,'10말11초' 단계회복 간다…확진자 마지노선은 3500명(종합),2021-09-29,http://www.newsis.com/view/?id=NISX20210928_0001595961&cID=10201&pID=10200,코로나 확진자
뉴시스,"대전, 코로나19 누적 확진자 7000명 넘어",2021-09-30,http://www.newsis.com/view/?id=NISX20210930_0001599510&cID=10807&pID=10800,코로나 확진자
뉴시스,코로나19 재택 치료 환자 4525명…서울 918명,2021-09-30,http://www.newsis.com/view/?id=NISX20210930_0001599601&cID=10201&pID=10200,코로나 확진자
KBS,"코로나19 신규 확진자 2,564명…일주일째 요일 최다",2021-09-30,https://news.kbs.co.kr/news/view.do?ncd=5290649&ref=A,코로나 확진자
노컷뉴스,"정부 ""11월 '위드 코로나' 위해 사적모임 제한기준 단순화 필요""",2021-09-30,https://www.nocutnews.co.kr/news/5632130,코로나 확진자
뉴데일리,경북 구미 17명 코로나19 확진…60명 신규발생,25분 전,http://tk.newdaily.co.kr/site/data/html/2021/10/01/2021100100012.html,코로나 확진자
조선일보,코로나 신규 확진자 2564명… 수요일 역대 최다,2021-09-30,https://www.chosun.com/national/welfare-medical/2021/09/30/UJP74C4TGVGIFO2RKX425NE77U/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,코로나 확진자
한국경제,"8월 생산·소비·투자 '트리플 감소'…홍남기 ""이달 중 위드 코로나""",A4면 1단,https://www.hankyung.com/economy/article/2021093076411,코로나 확진자
뉴시스,늘어가는 가락시장 확진자,2021-09-30,http://www.newsis.com/view/?id=NISI20210929_0017996477,코로나 확진자
뉴데일리,"경북도내, 코로나19 확진자 52명 신규발생",2021-09-30,http://tk.newdaily.co.kr/site/data/html/2021/09/30/2021093000007.html,코로나 확진자
