키워드,언론사,기사명,날짜,URL
비마이너,기금 고갈 이유로 '주거취약계층 보증금' 지원 중단한 국토부,2021.08.20.,https://www.beminor.com/news/articleView.html?idxno=21843,고령 계층 지원
오마이뉴스,"울산, 취약층 추위·더위 고통 없는 에너지복지도시로 간다",2021-09-30,http://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0002777083&CMPT_CD=P0010&utm_source=naver&utm_medium=newsearch&utm_campaign=naver_news,고령 계층 지원
한국경제,'정치권이 전국민에 현금 뿌릴 근거 만들어라' 기재부에 지시한 與 [여기는 논...,58분 전,https://www.hankyung.com/politics/article/202110018264i,고령 계층 지원
쿠키뉴스,"[금융소식] 경남농협, 농촌 취약계층 안전한 여름나기 긴급지원",2021.08.05.,http://www.kukinews.com/newsView/kuk202108050316,고령 계층 지원
경북신문,"경주시 황성동행정복지센터, 추석연휴 맞이 취약계층 후원물품 전달",2021.09.08.,http://www.kbsm.net/default/index_view_page.php?idx=322977&part_idx=320,고령 계층 지원
매일신문,"홍남기 ""10월 중 '위드코로나' 시도 통해 방역·경제 조화에 주력""",2021-09-30,https://news.imaeil.com/page/view/2021093014222864255,고령 계층 지원
머니S,"경기도, ‘경기형 예비사회적기업’ 모집…홍보‧판로 등 지원",2021-10-01,http://moneys.mt.co.kr/news/mwView.php?no=2021100106378039871,고령 계층 지원
전국매일신문,"성동구, 취약계층 1인가구 국민지원금 '찾아가는 서비스'",2021.09.07.,http://www.jeonmae.co.kr/news/articleView.html?idxno=854005,고령 계층 지원
뉴시스,광주신세계 '취약계층 어르신' 여름나기 후원금 지원,2021.07.27.,http://www.newsis.com/view/?id=NISX20210727_0001528161&cID=10201&pID=10200,고령 계층 지원
노컷뉴스,"울산시, 추위·더위 고통 없는 에너지복지 도시 건설",2021-09-30,https://www.nocutnews.co.kr/news/5632523,고령 계층 지원
전국매일신문,"성동구, 취약계층 1인가구 국민지원금 '찾아가는 서비스'",2021.09.07.,http://www.jeonmae.co.kr/news/articleView.html?idxno=854005,고령 계층 지원
경북신문,"포항 죽도동행정복지센터, `취약계층 식사지원` 업무협약 체결",2021.09.07.,http://www.kbsm.net/default/index_view_page.php?idx=322862&part_idx=320,고령 계층 지원
뷰어스,"NH농협생명, 코로나19 취약계층을 위한 꾸러미 나눔",2021.09.02.,http://theviewers.co.kr/View.aspx?No=2023635,고령 계층 지원
서울경제,본인명의 휴대전화 없으면 재난지원금 못 받아···권익위 '개선 권고',2021-09-29,https://www.sedaily.com/NewsView/22RNISVDTS,고령 계층 지원
FETV,"예보, 고령자 등을 위한 '착오송금 반환지원 상담센터' 설치",2021.07.05.,https://www.fetv.co.kr/news/article.html?no=90090,고령 계층 지원
중앙일보,"홍남기 “10월 중 ‘위드 코로나’ 시도, 민생 회복에 주력”",2021-09-30,https://www.joongang.co.kr/article/25011189,고령 계층 지원
뉴시스,"울산 동구, 취약계층 등에 폭염 대책 추진",2021.08.05.,http://www.newsis.com/view/?id=NISX20210805_0001539288&cID=10899&pID=10800,고령 계층 지원
뉴시스,[창원소식]경남농협 '깨끗하고 아름다운 농촌마을 가꾸기' 등,2021-09-30,http://www.newsis.com/view/?id=NISX20210930_0001599441&cID=10812&pID=10800,고령 계층 지원
뉴시스,[창원소식]경남농협 '깨끗하고 아름다운 농촌마을 가꾸기' 등,2021-09-30,http://www.newsis.com/view/?id=NISX20210930_0001599441&cID=10812&pID=10800,고령 계층 지원
뉴스1,"예보, 고령자 등 위해 '착오송금 반환지원 상담센터' 설치",2021.07.05.,https://www.news1.kr/articles/?4361077,고령 계층 지원
불교공뉴스,든든한 백세시대 여는 '고양',2021-09-30,http://www.bzeronews.com/news/articleView.html?idxno=489715,고령 계층 지원
쿠키뉴스,"의령농협, 효도식탁 고령농업인 37가구에 전달",2021.07.13.,http://www.kukinews.com/newsView/kuk202107130305,고령 계층 지원
이데일리,‘고용장려금 주고 코딩도 가르치고’…눈앞에 온 베이비붐 세대 은퇴 대책,A4면 4단,http://www.edaily.co.kr/news/newspath.asp?newsid=02004086629185368,고령 계층 지원
국민일보,"울산,더위 고통 없는 에너지복지도시 건설",2021-09-30,http://news.kmib.co.kr/article/view.asp?arcid=0016319412&code=61122021&cp=nv,고령 계층 지원
일요신문,"경기도, 18일까지 ‘경기형 예비사회적기업’ 모집...홍보?판로 등 지원",2021-10-01,https://ilyo.co.kr/?ac=article_view&entry_id=412857,고령 계층 지원
KBS,홍남기 부총리 “손실보상 10월말 지급…최대한 맞춤형·신속·간편하게”,2021-09-30,https://news.kbs.co.kr/news/view.do?ncd=5290365&ref=A,고령 계층 지원
청년일보,"[청년발언대]고령화 속도 1위 한국, 노인 복지 정책의 현황과 개선 과제",2021.09.05.,http://www.youthdaily.co.kr/news/article.html?no=80609,고령 계층 지원
머니투데이,"10월부터 '위드 코로나'…홍남기 ""방역-경제 조화로 민생회복""",2021-09-30,http://news.mt.co.kr/mtview.php?no=2021093007413219514,고령 계층 지원
