"지구별","주차장명","주차대수","이용시간","날짜"
"PLT-003","망원23주차장","27141","2207536","2020/04"
"PLT-008","여의도3주차장","34383","8068143","2020/04"
"PLT-005","뚝섬4주차장","20685","2069391","2020/04"
"PLT-008","여의도4주차장","4983","1497249","2020/04"
"PLT-008","여의도5주차장","9352","2507654","2020/04"
"PLT-010","잠원1-6주차장","97931","7772657","2020/04"
"PLT-011","잠실1234주차장","103930","6850682","2020/04"
"PLT-003","망원1주차장","10077","1140942","2020/04"
"PLT-009","반포23주차장","105091","5244567","2020/04"
"PLT-005","뚝섬1주차장","11291","1191670","2020/04"
"PLT-001","강서1주차장","10044","497808","2020/04"
"PLT-004","이촌2주차장","14796","914333","2020/04"
"PLT-010","잠원1-6주차장","97931","7772657","2020/04"
"PLT-008","여의도5주차장","9352","2507654","2020/04"
"PLT-008","여의도3주차장","34383","8068143","2020/04"
"PLT-003","망원23주차장","27141","2207536","2020/04"
"PLT-002","난지123주차장","62058","4708705","2020/04"
"PLT-009","반포1주차장","44397","2471930","2020/04"
"PLT-006","광나루3주차장","27156","2634505","2020/04"
"PLT-004","이촌1주차장","3356","312976","2020/04"
"PLT-008","여의도2주차장","35038","4039914","2020/04"
"PLT-008","여의도1주차장","55152","6190087","2020/04"
"PLT-002","난지123주차장","62058","4708705","2020/04"
"PLT-009","반포1주차장","44397","2471930","2020/04"
"PLT-008","여의도1주차장","55152","6190087","2020/04"
"PLT-006","광나루3주차장","27156","2634505","2020/04"
"PLT-007","양화1주차장","10761","1476156","2020/04"
"PLT-007","양화345주차장","32567","3522525","2020/04"
"PLT-005","뚝섬4주차장","20685","2069391","2020/04"
"PLT-003","망원1주차장","10077","1140942","2020/04"
"PLT-009","반포23주차장","105091","5244567","2020/04"
"PLT-005","뚝섬1주차장","11291","1191670","2020/04"
"PLT-001","강서1주차장","10044","497808","2020/04"
"PLT-004","이촌2주차장","14796","914333","2020/04"
"PLT-005","뚝섬3주차장","12489","1354796","2020/04"
"PLT-005","뚝섬2주차장","33645","4066370","2020/04"
"PLT-004","이촌34주차장","31576","2682452","2020/04"
"PLT-007","양화2주차장","2344","257871","2020/04"
"PLT-011","잠실1234주차장","103930","6850682","2020/04"
"PLT-008","여의도4주차장","4983","1497249","2020/04"
"PLT-005","뚝섬3주차장","12489","1354796","2020/04"
"PLT-006","광나루12주차장","30885","3831761","2020/04"
"PLT-008","여의도1주차장","55152","6190087","2020/04"
"PLT-006","광나루3주차장","27156","2634505","2020/04"
"PLT-007","양화1주차장","10761","1476156","2020/04"
"PLT-007","양화345주차장","32567","3522525","2020/04"
"PLT-011","잠실1234주차장","103930","6850682","2020/04"
"PLT-008","여의도4주차장","4983","1497249","2020/04"
"PLT-006","광나루12주차장","30885","3831761","2020/04"
"PLT-006","광나루12주차장","30885","3831761","2020/04"
"PLT-008","여의도2주차장","35038","4039914","2020/04"
"PLT-004","이촌1주차장","3356","312976","2020/04"
"PLT-006","광나루12주차장","30885","3831761","2020/04"
"PLT-008","여의도4주차장","4983","1497249","2020/04"
"PLT-011","잠실1234주차장","103930","6850682","2020/04"
"PLT-005","뚝섬3주차장","12405","1729417","2020/03"
"PLT-004","이촌2주차장","9793","789215","2020/03"
"PLT-011","잠실1234주차장","94792","7909013","2020/03"
"PLT-001","강서1주차장","6790","406023","2020/03"
"PLT-007","양화345주차장","31433","4110543","2020/03"
"PLT-008","여의도3주차장","45098","12236390","2020/03"
"PLT-002","난지123주차장","58562","4346230","2020/03"
"PLT-004","이촌1주차장","4273","375415","2020/03"
"PLT-006","광나루12주차장","32769","4607139","2020/03"
"PLT-006","광나루12주차장","32769","4607139","2020/03"
"PLT-007","양화1주차장","10683","1665326","2020/03"
"PLT-005","뚝섬3주차장","12405","1729417","2020/03"
"PLT-003","망원23주차장","28021","2821970","2020/03"
"PLT-005","뚝섬4주차장","22769","3075191","2020/03"
"PLT-009","반포23주차장","107398","5994231","2020/03"
"PLT-002","난지123주차장","58562","4346230","2020/03"
"PLT-007","양화1주차장","10683","1665326","2020/03"
"PLT-005","뚝섬3주차장","12405","1729417","2020/03"
"PLT-004","이촌2주차장","9793","789215","2020/03"
"PLT-009","반포23주차장","107398","5994231","2020/03"
"PLT-003","망원1주차장","10558","1207448","2020/03"
"PLT-005","뚝섬2주차장","30397","5209781","2020/03"
"PLT-011","잠실1234주차장","94792","7909013","2020/03"
"PLT-004","이촌34주차장","33883","3246559","2020/03"
"PLT-006","광나루3주차장","26483","3424642","2020/03"
"PLT-010","잠원1-6주차장","97040","9918329","2020/03"
"PLT-004","이촌34주차장","33883","3246559","2020/03"
"PLT-008","여의도5주차장","8736","3417699","2020/03"
"PLT-004","이촌2주차장","9793","789215","2020/03"
"PLT-005","뚝섬3주차장","12405","1729417","2020/03"
"PLT-007","양화1주차장","10683","1665326","2020/03"
"PLT-005","뚝섬1주차장","8063","1604097","2020/03"
"PLT-007","양화2주차장","2172","291085","2020/03"
"PLT-004","이촌2주차장","9793","789215","2020/03"
"PLT-009","반포1주차장","38902","3213352","2020/03"
"PLT-004","이촌1주차장","4273","375415","2020/03"
"PLT-006","광나루12주차장","32769","4607139","2020/03"
"PLT-002","난지123주차장","58562","4346230","2020/03"
"PLT-009","반포23주차장","107398","5994231","2020/03"
"PLT-006","광나루12주차장","32769","4607139","2020/03"
"PLT-004","이촌1주차장","4273","375415","2020/03"
"PLT-011","잠실1234주차장","94792","7909013","2020/03"
"PLT-006","광나루12주차장","32769","4607139","2020/03"
"PLT-004","이촌1주차장","4273","375415","2020/03"
"PLT-004","이촌34주차장","33883","3246559","2020/03"
"PLT-006","광나루3주차장","26483","3424642","2020/03"
"PLT-006","광나루12주차장","32769","4607139","2020/03"
"PLT-004","이촌2주차장","9793","789215","2020/03"
"PLT-005","뚝섬3주차장","12405","1729417","2020/03"
"PLT-007","양화1주차장","10683","1665326","2020/03"
"PLT-002","난지123주차장","58562","4346230","2020/03"
"PLT-009","반포23주차장","107398","5994231","2020/03"
"PLT-004","이촌34주차장","33883","3246559","2020/03"
"PLT-006","광나루3주차장","26483","3424642","2020/03"
"PLT-008","여의도2주차장","48552","5734000","2020/03"
"PLT-006","광나루3주차장","26483","3424642","2020/03"
"PLT-006","광나루12주차장","32769","4607139","2020/03"
"PLT-008","여의도1주차장","74820","9753997","2020/03"
"PLT-003","망원23주차장","28021","2821970","2020/03"
"PLT-005","뚝섬4주차장","22769","3075191","2020/03"
"PLT-005","뚝섬2주차장","30397","5209781","2020/03"
"PLT-008","여의도3주차장","45098","12236390","2020/03"
"PLT-003","망원1주차장","10558","1207448","2020/03"
"PLT-004","이촌34주차장","33883","3246559","2020/03"
"PLT-011","잠실1234주차장","94792","7909013","2020/03"
"PLT-010","잠원1-6주차장","97040","9918329","2020/03"
"PLT-005","뚝섬2주차장","30397","5209781","2020/03"
"PLT-003","망원1주차장","10558","1207448","2020/03"
"PLT-008","여의도5주차장","8736","3417699","2020/03"
"PLT-008","여의도2주차장","48552","5734000","2020/03"
"PLT-008","여의도1주차장","74820","9753997","2020/03"
"PLT-009","반포1주차장","38902","3213352","2020/03"
"PLT-011","잠실1234주차장","94792","7909013","2020/03"
"PLT-006","광나루3주차장","26483","3424642","2020/03"
"PLT-008","여의도2주차장","48552","5734000","2020/03"
"PLT-008","여의도5주차장","8736","3417699","2020/03"
"PLT-004","이촌34주차장","33883","3246559","2020/03"
"PLT-004","이촌1주차장","4273","375415","2020/03"
"PLT-004","이촌34주차장","33883","3246559","2020/03"
"PLT-005","뚝섬1주차장","8063","1604097","2020/03"
"PLT-005","뚝섬1주차장","8063","1604097","2020/03"
"PLT-009","반포23주차장","107398","5994231","2020/03"
"PLT-011","잠실1234주차장","94792","7909013","2020/03"
"PLT-004","이촌2주차장","9793","789215","2020/03"
"PLT-005","뚝섬3주차장","12405","1729417","2020/03"
"PLT-006","광나루12주차장","32769","4607139","2020/03"
"PLT-010","잠원1-6주차장","97040","9918329","2020/03"
"PLT-005","뚝섬2주차장","30397","5209781","2020/03"
"PLT-003","망원1주차장","10558","1207448","2020/03"
"PLT-008","여의도5주차장","8736","3417699","2020/03"
"PLT-008","여의도4주차장","5552","2005475","2020/03"
"PLT-004","이촌1주차장","4273","375415","2020/03"
"PLT-006","광나루3주차장","26483","3424642","2020/03"
"PLT-006","광나루3주차장","26483","3424642","2020/03"
"PLT-004","이촌1주차장","4273","375415","2020/03"
"PLT-008","여의도2주차장","48552","5734000","2020/03"
"PLT-008","여의도4주차장","5552","2005475","2020/03"
"PLT-001","강서1주차장","6790","406023","2020/03"
"PLT-007","양화2주차장","2172","291085","2020/03"
"PLT-007","양화2주차장","2172","291085","2020/03"
"PLT-008","여의도4주차장","5552","2005475","2020/03"
"PLT-007","양화345주차장","31433","4110543","2020/03"
"PLT-008","여의도3주차장","45098","12236390","2020/03"
"PLT-004","이촌1주차장","4273","375415","2020/03"
"PLT-001","강서1주차장","6790","406023","2020/03"
"PLT-005","뚝섬1주차장","8063","1604097","2020/03"
"PLT-007","양화345주차장","31433","4110543","2020/03"
"PLT-009","반포1주차장","38902","3213352","2020/03"
"PLT-008","여의도3주차장","45098","12236390","2020/03"
"PLT-008","여의도1주차장","74820","9753997","2020/03"
"PLT-008","여의도5주차장","8736","3417699","2020/03"
"PLT-008","여의도1주차장","74820","9753997","2020/03"
"PLT-009","반포1주차장","38902","3213352","2020/03"
"PLT-006","광나루12주차장","32769","4607139","2020/03"
"PLT-005","뚝섬1주차장","8063","1604097","2020/03"
"PLT-005","뚝섬4주차장","22769","3075191","2020/03"
"PLT-003","망원23주차장","28021","2821970","2020/03"
"PLT-009","반포1주차장","38902","3213352","2020/03"
"PLT-008","여의도1주차장","74820","9753997","2020/03"
"PLT-007","양화345주차장","31433","4110543","2020/03"
"PLT-008","여의도2주차장","48552","5734000","2020/03"
"PLT-008","여의도4주차장","5552","2005475","2020/03"
"PLT-007","양화2주차장","2172","291085","2020/03"
"PLT-007","양화345주차장","31433","4110543","2020/03"
"PLT-010","잠원1-6주차장","97040","9918329","2020/03"
"PLT-007","양화345주차장","31433","4110543","2020/03"
"PLT-008","여의도3주차장","45098","12236390","2020/03"
"PLT-004","이촌1주차장","4273","375415","2020/03"
"PLT-008","여의도4주차장","5552","2005475","2020/03"
"PLT-004","이촌2주차장","9793","789215","2020/03"
"PLT-005","뚝섬3주차장","12405","1729417","2020/03"
"PLT-001","강서1주차장","6790","406023","2020/03"
"PLT-008","여의도3주차장","45098","12236390","2020/03"
"PLT-007","양화345주차장","31433","4110543","2020/03"
"PLT-001","강서1주차장","6790","406023","2020/03"
"PLT-007","양화2주차장","2172","291085","2020/03"
"PLT-003","망원23주차장","28021","2821970","2020/03"
"PLT-007","양화1주차장","10683","1665326","2020/03"
"PLT-002","난지123주차장","58562","4346230","2020/03"
"PLT-008","여의도1주차장","74820","9753997","2020/03"
"PLT-009","반포1주차장","38902","3213352","2020/03"
"PLT-009","반포23주차장","107398","5994231","2020/03"
"PLT-004","이촌2주차장","9793","789215","2020/03"
"PLT-008","여의도3주차장","45098","12236390","2020/03"
"PLT-007","양화345주차장","31433","4110543","2020/03"
"PLT-005","뚝섬2주차장","30397","5209781","2020/03"
"PLT-003","망원1주차장","10558","1207448","2020/03"
"PLT-003","망원23주차장","28021","2821970","2020/03"
"PLT-005","뚝섬4주차장","22769","3075191","2020/03"
"PLT-005","뚝섬1주차장","8063","1604097","2020/03"
"PLT-005","뚝섬1주차장","8063","1604097","2020/03"
"PLT-005","뚝섬4주차장","22769","3075191","2020/03"
"PLT-008","여의도2주차장","48552","5734000","2020/03"
"PLT-010","잠원1-6주차장","97040","9918329","2020/03"
"PLT-005","뚝섬2주차장","30397","5209781","2020/03"
"PLT-008","여의도2주차장","48552","5734000","2020/03"
"PLT-005","뚝섬1주차장","8063","1604097","2020/03"
"PLT-003","망원23주차장","28021","2821970","2020/03"
"PLT-005","뚝섬4주차장","22769","3075191","2020/03"
"PLT-008","여의도2주차장","48552","5734000","2020/03"
"PLT-009","반포1주차장","38902","3213352","2020/03"
"PLT-008","여의도1주차장","74820","9753997","2020/03"
"PLT-005","뚝섬4주차장","22769","3075191","2020/03"
"PLT-005","뚝섬1주차장","8063","1604097","2020/03"
"PLT-005","뚝섬4주차장","22769","3075191","2020/03"
"PLT-005","뚝섬1주차장","8063","1604097","2020/03"
"PLT-008","여의도4주차장","5552","2005475","2020/03"
"PLT-003","망원23주차장","28021","2821970","2020/03"
"PLT-005","뚝섬4주차장","22769","3075191","2020/03"
"PLT-003","망원23주차장","28021","2821970","2020/03"
"PLT-001","강서1주차장","6790","406023","2020/03"
"PLT-005","뚝섬3주차장","12405","1729417","2020/03"
"PLT-008","여의도3주차장","45098","12236390","2020/03"
"PLT-007","양화345주차장","31433","4110543","2020/03"
"PLT-001","강서1주차장","6790","406023","2020/03"
"PLT-003","망원23주차장","28021","2821970","2020/03"
"PLT-001","강서1주차장","6790","406023","2020/03"
"PLT-011","잠실1234주차장","94792","7909013","2020/03"
"PLT-004","이촌34주차장","33883","3246559","2020/03"
"PLT-007","양화1주차장","10683","1665326","2020/03"
"PLT-003","망원1주차장","10558","1207448","2020/03"
"PLT-008","여의도5주차장","8736","3417699","2020/03"
"PLT-008","여의도1주차장","74820","9753997","2020/03"
"PLT-009","반포1주차장","38902","3213352","2020/03"
"PLT-006","광나루12주차장","32769","4607139","2020/03"
"PLT-006","광나루3주차장","26483","3424642","2020/03"
"PLT-004","이촌34주차장","33883","3246559","2020/03"
"PLT-006","광나루3주차장","26483","3424642","2020/03"
"PLT-004","이촌34주차장","33883","3246559","2020/03"
"PLT-011","잠실1234주차장","94792","7909013","2020/03"
"PLT-006","광나루3주차장","26483","3424642","2020/03"
"PLT-005","뚝섬4주차장","22769","3075191","2020/03"
"PLT-003","망원23주차장","28021","2821970","2020/03"
"PLT-008","여의도2주차장","48552","5734000","2020/03"
"PLT-007","양화345주차장","31433","4110543","2020/03"
"PLT-008","여의도3주차장","45098","12236390","2020/03"
"PLT-008","여의도4주차장","5552","2005475","2020/03"
"PLT-007","양화2주차장","2172","291085","2020/03"
"PLT-010","잠원1-6주차장","97040","9918329","2020/03"
"PLT-007","양화2주차장","2172","291085","2020/03"
"PLT-008","여의도4주차장","5552","2005475","2020/03"
"PLT-011","잠실1234주차장","94792","7909013","2020/03"
"PLT-008","여의도2주차장","48552","5734000","2020/03"
"PLT-005","뚝섬1주차장","8063","1604097","2020/03"
"PLT-005","뚝섬4주차장","22769","3075191","2020/03"
"PLT-006","광나루12주차장","32769","4607139","2020/03"
"PLT-008","여의도5주차장","8736","3417699","2020/03"
"PLT-004","이촌1주차장","4273","375415","2020/03"
"PLT-003","망원23주차장","28021","2821970","2020/03"
"PLT-007","양화1주차장","10683","1665326","2020/03"
"PLT-008","여의도2주차장","48552","5734000","2020/03"
"PLT-009","반포23주차장","107398","5994231","2020/03"
"PLT-002","난지123주차장","58562","4346230","2020/03"
"PLT-007","양화1주차장","10683","1665326","2020/03"
"PLT-005","뚝섬3주차장","12405","1729417","2020/03"
"PLT-004","이촌2주차장","9793","789215","2020/03"
"PLT-009","반포1주차장","38902","3213352","2020/03"
"PLT-008","여의도1주차장","74820","9753997","2020/03"
"PLT-002","난지123주차장","58562","4346230","2020/03"
"PLT-009","반포1주차장","38902","3213352","2020/03"
"PLT-007","양화2주차장","2172","291085","2020/03"
"PLT-008","여의도4주차장","5552","2005475","2020/03"
"PLT-010","잠원1-6주차장","97040","9918329","2020/03"
"PLT-008","여의도4주차장","5552","2005475","2020/03"
"PLT-006","광나루3주차장","26483","3424642","2020/03"
"PLT-004","이촌34주차장","33883","3246559","2020/03"
"PLT-011","잠실1234주차장","94792","7909013","2020/03"
"PLT-007","양화2주차장","2172","291085","2020/03"
"PLT-008","여의도1주차장","74820","9753997","2020/03"
"PLT-009","반포1주차장","38902","3213352","2020/03"
"PLT-007","양화2주차장","2172","291085","2020/03"
"PLT-006","광나루3주차장","26483","3424642","2020/03"
"PLT-008","여의도4주차장","5552","2005475","2020/03"
"PLT-008","여의도5주차장","8736","3417699","2020/03"
"PLT-003","망원1주차장","10558","1207448","2020/03"
"PLT-005","뚝섬2주차장","30397","5209781","2020/03"
"PLT-010","잠원1-6주차장","97040","9918329","2020/03"
"PLT-008","여의도2주차장","48552","5734000","2020/03"
"PLT-009","반포23주차장","107398","5994231","2020/03"
"PLT-002","난지123주차장","58562","4346230","2020/03"
"PLT-008","여의도5주차장","8736","3417699","2020/03"
"PLT-003","망원1주차장","10558","1207448","2020/03"
"PLT-005","뚝섬2주차장","30397","5209781","2020/03"
"PLT-010","잠원1-6주차장","97040","9918329","2020/03"
"PLT-009","반포1주차장","38902","3213352","2020/03"
"PLT-002","난지123주차장","58562","4346230","2020/03"
"PLT-005","뚝섬2주차장","30397","5209781","2020/03"
"PLT-003","망원1주차장","10558","1207448","2020/03"
"PLT-008","여의도5주차장","8736","3417699","2020/03"
"PLT-007","양화1주차장","10683","1665326","2020/03"
"PLT-003","망원23주차장","28021","2821970","2020/03"
"PLT-005","뚝섬3주차장","12405","1729417","2020/03"
"PLT-004","이촌2주차장","9793","789215","2020/03"
"PLT-010","잠원1-6주차장","97040","9918329","2020/03"
"PLT-005","뚝섬2주차장","30397","5209781","2020/03"
"PLT-005","뚝섬4주차장","22769","3075191","2020/03"
"PLT-005","뚝섬1주차장","8063","1604097","2020/03"
"PLT-008","여의도3주차장","45098","12236390","2020/03"
"PLT-007","양화345주차장","31433","4110543","2020/03"
"PLT-006","광나루12주차장","32769","4607139","2020/03"
"PLT-004","이촌1주차장","4273","375415","2020/03"
"PLT-006","광나루3주차장","26483","3424642","2020/03"
"PLT-008","여의도1주차장","74820","9753997","2020/03"
"PLT-007","양화2주차장","2172","291085","2020/03"
"PLT-008","여의도4주차장","5552","2005475","2020/03"
"PLT-005","뚝섬2주차장","30397","5209781","2020/03"
"PLT-001","강서1주차장","6790","406023","2020/03"
"PLT-009","반포23주차장","107398","5994231","2020/03"
"PLT-009","반포1주차장","38902","3213352","2020/03"
"PLT-008","여의도1주차장","74820","9753997","2020/03"
"PLT-005","뚝섬1주차장","8063","1604097","2020/03"
"PLT-008","여의도2주차장","48552","5734000","2020/03"
"PLT-008","여의도5주차장","8736","3417699","2020/03"
"PLT-003","망원1주차장","10558","1207448","2020/03"
"PLT-003","망원1주차장","10558","1207448","2020/03"
"PLT-009","반포1주차장","38902","3213352","2020/03"
"PLT-008","여의도1주차장","74820","9753997","2020/03"
"PLT-008","여의도4주차장","5552","2005475","2020/03"
"PLT-007","양화2주차장","2172","291085","2020/03"
"PLT-004","이촌1주차장","4273","375415","2020/03"
"PLT-006","광나루12주차장","32769","4607139","2020/03"
"PLT-005","뚝섬1주차장","8063","1604097","2020/03"
"PLT-003","망원23주차장","28021","2821970","2020/03"
"PLT-005","뚝섬4주차장","22769","3075191","2020/03"
"PLT-005","뚝섬4주차장","22769","3075191","2020/03"
"PLT-005","뚝섬1주차장","8063","1604097","2020/03"
"PLT-005","뚝섬4주차장","22769","3075191","2020/03"
"PLT-003","망원23주차장","28021","2821970","2020/03"
"PLT-009","반포23주차장","107398","5994231","2020/03"
"PLT-002","난지123주차장","58562","4346230","2020/03"
"PLT-009","반포23주차장","107398","5994231","2020/03"
"PLT-003","망원23주차장","28021","2821970","2020/03"
"PLT-007","양화1주차장","10683","1665326","2020/03"
"PLT-011","잠실1234주차장","94792","7909013","2020/03"
"PLT-008","여의도3주차장","45098","12236390","2020/03"
"PLT-007","양화345주차장","31433","4110543","2020/03"
"PLT-002","난지123주차장","58562","4346230","2020/03"
"PLT-005","뚝섬3주차장","12405","1729417","2020/03"
"PLT-006","광나루3주차장","26483","3424642","2020/03"
"PLT-004","이촌2주차장","9793","789215","2020/03"
"PLT-001","강서1주차장","6790","406023","2020/03"
"PLT-006","광나루12주차장","32769","4607139","2020/03"
"PLT-008","여의도5주차장","8736","3417699","2020/03"
"PLT-008","여의도4주차장","5552","2005475","2020/03"
"PLT-004","이촌34주차장","33883","3246559","2020/03"
"PLT-004","이촌34주차장","33883","3246559","2020/03"
"PLT-006","광나루3주차장","26483","3424642","2020/03"
"PLT-008","여의도4주차장","5552","2005475","2020/03"
"PLT-007","양화2주차장","2172","291085","2020/03"
"PLT-008","여의도5주차장","8736","3417699","2020/03"
"PLT-003","망원1주차장","10558","1207448","2020/03"
"PLT-005","뚝섬2주차장","30397","5209781","2020/03"
"PLT-008","여의도4주차장","5552","2005475","2020/03"
"PLT-010","잠원1-6주차장","97040","9918329","2020/03"
"PLT-007","양화2주차장","2172","291085","2020/03"
"PLT-009","반포23주차장","107398","5994231","2020/03"
"PLT-002","난지123주차장","58562","4346230","2020/03"
"PLT-007","양화1주차장","10683","1665326","2020/03"
"PLT-004","이촌1주차장","4273","375415","2020/03"
"PLT-007","양화1주차장","10683","1665326","2020/03"
"PLT-005","뚝섬3주차장","12405","1729417","2020/03"
"PLT-005","뚝섬1주차장","8063","1604097","2020/03"
"PLT-005","뚝섬4주차장","22769","3075191","2020/03"
"PLT-003","망원23주차장","28021","2821970","2020/03"
"PLT-009","반포1주차장","38902","3213352","2020/03"
"PLT-008","여의도1주차장","74820","9753997","2020/03"
"PLT-004","이촌2주차장","9793","789215","2020/03"
"PLT-009","반포1주차장","38902","3213352","2020/03"
"PLT-004","이촌1주차장","4273","375415","2020/03"
"PLT-009","반포23주차장","107398","5994231","2020/03"
"PLT-004","이촌1주차장","4273","375415","2020/03"
"PLT-006","광나루12주차장","32769","4607139","2020/03"
"PLT-008","여의도1주차장","74820","9753997","2020/03"
"PLT-008","여의도1주차장","74820","9753997","2020/03"
"PLT-010","잠원1-6주차장","97040","9918329","2020/03"
"PLT-005","뚝섬2주차장","30397","5209781","2020/03"
"PLT-005","뚝섬3주차장","12405","1729417","2020/03"
"PLT-004","이촌2주차장","9793","789215","2020/03"
"PLT-001","강서1주차장","6790","406023","2020/03"
"PLT-007","양화345주차장","31433","4110543","2020/03"
"PLT-003","망원1주차장","10558","1207448","2020/03"
"PLT-008","여의도3주차장","45098","12236390","2020/03"
"PLT-006","광나루3주차장","26483","3424642","2020/03"
"PLT-004","이촌34주차장","33883","3246559","2020/03"
"PLT-011","잠실1234주차장","94792","7909013","2020/03"
"PLT-008","여의도2주차장","48552","5734000","2020/03"
"PLT-004","이촌1주차장","4273","375415","2020/03"
"PLT-008","여의도3주차장","45098","12236390","2020/03"
"PLT-006","광나루12주차장","32769","4607139","2020/03"
"PLT-008","여의도3주차장","45098","12236390","2020/03"
"PLT-003","망원23주차장","28021","2821970","2020/03"
"PLT-005","뚝섬4주차장","22769","3075191","2020/03"
"PLT-005","뚝섬1주차장","8063","1604097","2020/03"
"PLT-005","뚝섬1주차장","8063","1604097","2020/03"
"PLT-005","뚝섬4주차장","22769","3075191","2020/03"
"PLT-003","망원23주차장","28021","2821970","2020/03"
"PLT-007","양화345주차장","31433","4110543","2020/03"
"PLT-001","강서1주차장","6790","406023","2020/03"
"PLT-001","강서1주차장","6790","406023","2020/03"
"PLT-008","여의도5주차장","8736","3417699","2020/03"
"PLT-002","난지123주차장","58562","4346230","2020/03"
"PLT-007","양화1주차장","10683","1665326","2020/03"
"PLT-007","양화345주차장","31433","4110543","2020/03"
"PLT-001","강서1주차장","6790","406023","2020/03"
"PLT-001","강서1주차장","6790","406023","2020/03"
"PLT-004","이촌34주차장","33883","3246559","2020/03"
"PLT-011","잠실1234주차장","94792","7909013","2020/03"
"PLT-009","반포23주차장","107398","5994231","2020/03"
"PLT-002","난지123주차장","58562","4346230","2020/03"
"PLT-007","양화1주차장","10683","1665326","2020/03"
"PLT-003","망원23주차장","28021","2821970","2020/03"
"PLT-010","잠원1-6주차장","97040","9918329","2020/03"
"PLT-005","뚝섬2주차장","30397","5209781","2020/03"
"PLT-003","망원1주차장","10558","1207448","2020/03"
"PLT-003","망원23주차장","28021","2821970","2020/03"
"PLT-005","뚝섬4주차장","22769","3075191","2020/03"
"PLT-005","뚝섬1주차장","8063","1604097","2020/03"
"PLT-008","여의도5주차장","8736","3417699","2020/03"
"PLT-003","망원1주차장","10558","1207448","2020/03"
"PLT-006","광나루3주차장","26483","3424642","2020/03"
"PLT-009","반포23주차장","107398","5994231","2020/03"
"PLT-002","난지123주차장","58562","4346230","2020/03"
"PLT-007","양화1주차장","10683","1665326","2020/03"
"PLT-005","뚝섬3주차장","12405","1729417","2020/03"
"PLT-004","이촌2주차장","9793","789215","2020/03"
"PLT-007","양화2주차장","2172","291085","2020/03"
"PLT-001","강서1주차장","6790","406023","2020/03"
"PLT-007","양화345주차장","31433","4110543","2020/03"
"PLT-011","잠실1234주차장","94792","7909013","2020/03"
"PLT-006","광나루3주차장","26483","3424642","2020/03"
"PLT-004","이촌1주차장","4273","375415","2020/03"
"PLT-008","여의도1주차장","74820","9753997","2020/03"
"PLT-009","반포1주차장","38902","3213352","2020/03"
"PLT-010","잠원1-6주차장","97040","9918329","2020/03"
"PLT-010","잠원1-6주차장","97040","9918329","2020/03"
"PLT-005","뚝섬2주차장","30397","5209781","2020/03"
"PLT-003","망원1주차장","10558","1207448","2020/03"
"PLT-008","여의도5주차장","8736","3417699","2020/03"
"PLT-011","잠실1234주차장","94792","7909013","2020/03"
"PLT-004","이촌34주차장","33883","3246559","2020/03"
"PLT-006","광나루3주차장","26483","3424642","2020/03"
"PLT-005","뚝섬2주차장","30397","5209781","2020/03"
"PLT-003","망원1주차장","10558","1207448","2020/03"
"PLT-008","여의도5주차장","8736","3417699","2020/03"
"PLT-005","뚝섬3주차장","12405","1729417","2020/03"
"PLT-007","양화2주차장","2172","291085","2020/03"
"PLT-010","잠원1-6주차장","97040","9918329","2020/03"
"PLT-005","뚝섬2주차장","30397","5209781","2020/03"
"PLT-005","뚝섬1주차장","8063","1604097","2020/03"
"PLT-008","여의도2주차장","48552","5734000","2020/03"
"PLT-003","망원1주차장","10558","1207448","2020/03"
"PLT-008","여의도5주차장","8736","3417699","2020/03"
"PLT-004","이촌34주차장","33883","3246559","2020/03"
"PLT-011","잠실1234주차장","94792","7909013","2020/03"
"PLT-004","이촌2주차장","9793","789215","2020/03"
"PLT-005","뚝섬3주차장","12405","1729417","2020/03"
"PLT-007","양화1주차장","10683","1665326","2020/03"
"PLT-002","난지123주차장","58562","4346230","2020/03"
"PLT-009","반포23주차장","107398","5994231","2020/03"
"PLT-004","이촌1주차장","4273","375415","2020/03"
"PLT-009","반포1주차장","38902","3213352","2020/03"
"PLT-004","이촌34주차장","33883","3246559","2020/03"
"PLT-007","양화2주차장","2172","291085","2020/03"
"PLT-005","뚝섬2주차장","30397","5209781","2020/03"
"PLT-008","여의도2주차장","48552","5734000","2020/03"
"PLT-009","반포1주차장","38902","3213352","2020/03"
"PLT-008","여의도1주차장","74820","9753997","2020/03"
"PLT-010","잠원1-6주차장","97040","9918329","2020/03"
"PLT-008","여의도5주차장","8736","3417699","2020/03"
"PLT-003","망원1주차장","10558","1207448","2020/03"
"PLT-005","뚝섬2주차장","30397","5209781","2020/03"
"PLT-010","잠원1-6주차장","97040","9918329","2020/03"
"PLT-005","뚝섬3주차장","12405","1729417","2020/03"
"PLT-004","이촌2주차장","9793","789215","2020/03"
"PLT-008","여의도3주차장","45098","12236390","2020/03"
"PLT-004","이촌1주차장","4273","375415","2020/03"
"PLT-008","여의도5주차장","8736","3417699","2020/03"
"PLT-003","망원1주차장","10558","1207448","2020/03"
"PLT-005","뚝섬2주차장","30397","5209781","2020/03"
"PLT-010","잠원1-6주차장","97040","9918329","2020/03"
"PLT-005","뚝섬4주차장","22769","3075191","2020/03"
"PLT-008","여의도1주차장","74820","9753997","2020/03"
"PLT-009","반포23주차장","107398","5994231","2020/03"
"PLT-002","난지123주차장","58562","4346230","2020/03"
